ec5_uuid,ec5_parent_uuid,created_at,uploaded_at,title,Quarter,Distance_SamplePoint,Tree_Sp,Tag,lat_GPS_Location_tree,long_GPS_Location_tree,accuracy_GPS_Location_tree,UTM_Northing_GPS_Location_tree,UTM_Easting_GPS_Location_tree,UTM_Zone_GPS_Location_tree,Picture_ID
4afdea4a-5560-4be5-b6fc-25c17fb67621,26a571de-7e35-47f8-84fc-fc2090739d59,2025-10-06T14:33:49.000Z,2025-10-06T15:05:54.000Z,QI,QI,0.4,"Acer pseudoplatanus (Sycamore)",,51.414237,-0.649174,4,5698513,663473,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=4afdea4a-5560-4be5-b6fc-25c17fb67621_1759761201.jpg
930587db-5057-499e-9ead-e8dfc7c952bf,20dc8428-6ced-4ccb-9803-a81c092c91d4,2025-10-06T14:30:43.000Z,2025-10-06T15:05:48.000Z,QIV,QIV,7,"Acer pseudoplatanus (Sycamore)",,51.414404,-0.649546,6,5698531,663446,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=930587db-5057-499e-9ead-e8dfc7c952bf_1759761041.jpg
29bd48ae-fecf-457e-a8dc-bb9a604dfa9d,20dc8428-6ced-4ccb-9803-a81c092c91d4,2025-10-06T14:29:50.000Z,2025-10-06T15:05:44.000Z,QIII,QIII,8.7,"Acer pseudoplatanus (Sycamore)",,51.414229,-0.649515,4,5698511,663449,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=29bd48ae-fecf-457e-a8dc-bb9a604dfa9d_1759760978.jpg
019fe015-89dc-44bb-9a92-afdf82abddf2,20dc8428-6ced-4ccb-9803-a81c092c91d4,2025-10-06T14:27:48.000Z,2025-10-06T15:05:40.000Z,QII,QII,,"Quercus cerris (Turkish Oak)",231,51.414381,-0.649389,10,5698528,663457,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=019fe015-89dc-44bb-9a92-afdf82abddf2_1759760862.jpg
a6cde27d-81dd-4d6e-b06e-ddac243f1785,20dc8428-6ced-4ccb-9803-a81c092c91d4,2025-10-06T14:25:50.000Z,2025-10-06T15:05:36.000Z,QI,QI,1.1,"Acer pseudoplatanus (Sycamore)",,51.414308,-0.649514,9,5698520,663449,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=a6cde27d-81dd-4d6e-b06e-ddac243f1785_1759760743.jpg
26d94d67-595a-4891-8306-409e910de896,26c691bc-68b9-489f-adf3-da5e5fe6c8e2,2025-10-06T14:15:28.000Z,2025-10-06T15:05:30.000Z,QIV,QIV,12.5,"Acer pseudoplatanus (Sycamore)",,51.414665,-0.648144,36,5698563,663543,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=26d94d67-595a-4891-8306-409e910de896_1759760622.jpg
58513dfb-8591-4e7b-985f-dbf09c1154ba,26c691bc-68b9-489f-adf3-da5e5fe6c8e2,2025-10-06T14:14:02.000Z,2025-10-06T15:05:26.000Z,QIII,QIII,9,"Acer pseudoplatanus (Sycamore)",,,,,,,,
fb0a8d89-a51d-4649-a961-1fe55f45b5e5,26c691bc-68b9-489f-adf3-da5e5fe6c8e2,2025-10-06T14:12:17.000Z,2025-10-06T15:05:22.000Z,QII,QII,6.1,"Acer pseudoplatanus (Sycamore)",,51.414389,-0.649561,6,5698529,663445,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=fb0a8d89-a51d-4649-a961-1fe55f45b5e5_1759759934.jpg
da2f21ca-5844-4d14-964a-2e50e1aa9f72,26c691bc-68b9-489f-adf3-da5e5fe6c8e2,2025-10-06T14:11:36.000Z,2025-10-06T15:05:17.000Z,QI,QI,0.3,"Quercus cerris (Turkish Oak)",230,51.414389,-0.649662,4,5698529,663438,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=da2f21ca-5844-4d14-964a-2e50e1aa9f72_1759759887.jpg
a797f3f9-23fa-4cf4-ab85-4624bbe2939c,658874d0-bced-4ecc-9d32-2df382ef538d,2025-10-06T13:59:51.000Z,2025-10-06T15:05:11.000Z,QIV,QIV,7.9,"Acer pseudoplatanus (Sycamore)",,51.414334,-0.649744,3,5698522,663433,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=a797f3f9-23fa-4cf4-ab85-4624bbe2939c_1759759188.jpg
213c8a01-055c-4e57-bfcb-0d2d102a6f92,658874d0-bced-4ecc-9d32-2df382ef538d,2025-10-06T13:58:29.000Z,2025-10-06T15:05:06.000Z,QI,QI,3.4,"Ulmus sp. (Elm)",,51.414436,-0.649722,7,5698534,663434,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=213c8a01-055c-4e57-bfcb-0d2d102a6f92_1759759107.jpg
a42afd8d-411c-45c4-8995-a7f179fa78c4,658874d0-bced-4ecc-9d32-2df382ef538d,2025-10-06T13:50:18.000Z,2025-10-06T15:05:00.000Z,QII,QII,2.54,"Acer pseudoplatanus (Sycamore)",,51.414411,-0.649684,7,5698531,663437,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=a42afd8d-411c-45c4-8995-a7f179fa78c4_1759758616.jpg
373f0fba-3b6b-419f-95e8-82e3ce7f3dea,658874d0-bced-4ecc-9d32-2df382ef538d,2025-10-06T13:52:50.000Z,2025-10-06T15:04:56.000Z,QIII,QIII,2.1,"Ulmus sp. (Elm)",,51.414398,-0.649711,7,5698530,663435,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=373f0fba-3b6b-419f-95e8-82e3ce7f3dea_1759758769.jpg
9b16bcbf-f703-4934-8f14-a6eac99e437d,74dbfe85-1ad0-465d-beb9-8f2d0744e59f,2025-10-06T13:47:37.000Z,2025-10-06T15:04:49.000Z,QIV,QIV,3.65,"Ulmus sp. (Elm)",,51.414457,-0.649751,4,5698536,663432,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=9b16bcbf-f703-4934-8f14-a6eac99e437d_1759758454.jpg
5ed729b9-2841-487a-a643-d4d7f9730551,74dbfe85-1ad0-465d-beb9-8f2d0744e59f,2025-10-06T13:43:09.000Z,2025-10-06T15:04:45.000Z,QIII,QIII,4.7,"Acer pseudoplatanus (Sycamore)",,51.414452,-0.649786,3,5698535,663429,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=5ed729b9-2841-487a-a643-d4d7f9730551_1759758186.jpg
5397f6b9-4fb2-4b84-b3c5-307a922b81be,74dbfe85-1ad0-465d-beb9-8f2d0744e59f,2025-10-06T13:40:53.000Z,2025-10-06T15:04:41.000Z,QII,QII,4,"Acer pseudoplatanus (Sycamore)",,51.414468,-0.649917,6,5698537,663420,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=5397f6b9-4fb2-4b84-b3c5-307a922b81be_1759758049.jpg
83a9b51e-54c2-4b36-87aa-63bcb739849b,74dbfe85-1ad0-465d-beb9-8f2d0744e59f,2025-10-06T13:37:24.000Z,2025-10-06T15:04:37.000Z,QI,QI,0.62,"Acer pseudoplatanus (Sycamore)",,51.414435,-0.649748,4,5698534,663432,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=83a9b51e-54c2-4b36-87aa-63bcb739849b_1759757842.jpg
032ce083-9022-42e1-9ca8-5ad6cda21656,0d1e88aa-b6f7-4dc4-b644-ccd7ae5cb3e2,2025-10-06T13:17:27.000Z,2025-10-06T15:04:31.000Z,QIII,QIII,4.14,"Quercus robur (Pedunculated Oak)",,51.414722,-0.650425,8,5698564,663384,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=032ce083-9022-42e1-9ca8-5ad6cda21656_1759756644.jpg
1b6ce3dc-3973-4625-a1f3-1a5129ae74f8,8dd82632-7694-4efa-babc-9ecb2a109d20,2025-10-06T14:46:45.000Z,2025-10-06T14:48:02.000Z,QIV,QIV,4.8,"Betula pendula (Silver Birch)",,51.415522,-0.64754,12,5698659,663582,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=1b6ce3dc-3973-4625-a1f3-1a5129ae74f8_1759761992.jpg
c6aad0f8-0be2-4e99-9389-d93a4150c1e2,8dd82632-7694-4efa-babc-9ecb2a109d20,2025-10-06T14:44:16.000Z,2025-10-06T14:47:58.000Z,QIII,QIII,4.6,"Betula pendula (Silver Birch)",2082,51.415554,-0.647475,17,5698663,663586,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=c6aad0f8-0be2-4e99-9389-d93a4150c1e2_1759761835.jpg
8a2d5786-a93d-48b2-9d48-28f2f33d820a,8dd82632-7694-4efa-babc-9ecb2a109d20,2025-10-06T14:39:20.000Z,2025-10-06T14:47:54.000Z,QII,QII,5.2,Conifer,,51.415576,-0.64749,15,5698665,663585,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=8a2d5786-a93d-48b2-9d48-28f2f33d820a_1759761532.jpg
adcbcaad-de12-4749-bee3-26ebfc0b264e,8dd82632-7694-4efa-babc-9ecb2a109d20,2025-10-06T14:31:57.000Z,2025-10-06T14:47:50.000Z,QI,QI,2.5,Conifer,,51.415526,-0.647525,12,5698660,663583,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=adcbcaad-de12-4749-bee3-26ebfc0b264e_1759761085.jpg
82465a51-983e-4abe-81df-9970cd26604a,3af81a8d-89dd-41de-b9da-54e276f6c5c1,2025-10-06T14:24:59.000Z,2025-10-06T14:25:58.000Z,QIV,QIV,5.7,"Other species",,51.41541,-0.647567,9,5698647,663580,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=82465a51-983e-4abe-81df-9970cd26604a_1759760602.jpg
0ae910e2-d1ac-4851-b447-6e4cbc1bb270,3af81a8d-89dd-41de-b9da-54e276f6c5c1,2025-10-06T14:20:58.000Z,2025-10-06T14:25:53.000Z,QIII,QIII,1.6,"Other species",,51.415448,-0.647522,19,5698651,663583,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=0ae910e2-d1ac-4851-b447-6e4cbc1bb270_1759760414.jpg
bd2acc4a-26c4-4b26-a1e5-f938270f2167,3af81a8d-89dd-41de-b9da-54e276f6c5c1,2025-10-06T14:18:04.000Z,2025-10-06T14:25:49.000Z,QII,QII,1.1,"Fagus sylvatica (Beech)",,51.415425,-0.647481,8,5698649,663586,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=bd2acc4a-26c4-4b26-a1e5-f938270f2167_1759760266.jpg
b8e37795-fb2b-4eaa-b43d-7052b7994001,3af81a8d-89dd-41de-b9da-54e276f6c5c1,2025-10-06T14:13:27.000Z,2025-10-06T14:25:44.000Z,QI,QI,3.3,"Betula pendula (Silver Birch)",1082,51.41549,-0.647482,10,5698656,663586,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=b8e37795-fb2b-4eaa-b43d-7052b7994001_1759760003.jpg
6aaae57a-c7be-4d16-a07a-a924250ac5c3,0d1e88aa-b6f7-4dc4-b644-ccd7ae5cb3e2,2025-10-06T13:18:28.000Z,2025-10-06T15:04:28.000Z,QIV,QIV,3.7,"Betula pendula (Silver Birch)",,51.414805,-0.650338,4,5698573,663390,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=6aaae57a-c7be-4d16-a07a-a924250ac5c3_1759756706.jpg
af553841-f2a6-4dd6-8e16-2139adcc325a,0d1e88aa-b6f7-4dc4-b644-ccd7ae5cb3e2,2025-10-06T13:15:46.000Z,2025-10-06T14:08:13.000Z,QII,QII,6,,,51.414714,-0.650345,4,5698563,663390,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=af553841-f2a6-4dd6-8e16-2139adcc325a_1759756544.jpg
ff1a31d5-bd87-4142-bb6d-a284e480816c,0d1e88aa-b6f7-4dc4-b644-ccd7ae5cb3e2,2025-10-06T13:13:47.000Z,2025-10-06T14:08:09.000Z,QI,QI,3.1,"Betula pendula (Silver Birch)",,51.414795,-0.65035,4,5698572,663389,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=ff1a31d5-bd87-4142-bb6d-a284e480816c_1759756420.jpg
2b12cf90-f746-4870-bb71-0362537cfb30,e92e3886-3f64-4181-9cec-9ba0db5fb85c,2025-10-06T13:10:24.000Z,2025-10-06T14:08:01.000Z,QIV,QIV,4.2,"Acer pseudoplatanus (Sycamore)",,51.414693,-0.650381,8,5698561,663387,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2b12cf90-f746-4870-bb71-0362537cfb30_1759756179.jpg
67992d42-2258-4e66-8ea3-2c53149e8282,e92e3886-3f64-4181-9cec-9ba0db5fb85c,2025-10-06T13:08:12.000Z,2025-10-06T14:07:57.000Z,QIII,QIII,7.4,"Betula pendula (Silver Birch)",,51.414682,-0.650523,9,5698559,663377,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=67992d42-2258-4e66-8ea3-2c53149e8282_1759756086.jpg
8c9a2656-7bfe-4302-8919-7d3c72351d77,e92e3886-3f64-4181-9cec-9ba0db5fb85c,2025-10-06T13:05:34.000Z,2025-10-06T14:07:52.000Z,QII,QII,2.74,"Quercus robur (Pedunculated Oak)",4163,51.414646,-0.650522,5,5698555,663378,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=8c9a2656-7bfe-4302-8919-7d3c72351d77_1759755927.jpg
3decca07-9294-4e74-99ff-584f112e04a3,e92e3886-3f64-4181-9cec-9ba0db5fb85c,2025-10-06T13:04:06.000Z,2025-10-06T14:07:48.000Z,QI,QI,3.22,"Acer pseudoplatanus (Sycamore)",4165,51.414603,-0.650385,6,5698551,663387,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=3decca07-9294-4e74-99ff-584f112e04a3_1759755844.jpg
0ebf7230-88b6-41e4-8e5e-b8ff52ae609f,2e45fab7-89ae-4c4c-8ac8-9e48f3d34bb6,2025-10-06T13:00:07.000Z,2025-10-06T14:07:41.000Z,QIV,QIV,14,,1957,51.414442,-0.650396,7,5698533,663387,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=0ebf7230-88b6-41e4-8e5e-b8ff52ae609f_1759755603.jpg
d621e3fc-9013-4253-8102-e5e83c40ca68,2e45fab7-89ae-4c4c-8ac8-9e48f3d34bb6,2025-10-06T12:57:53.000Z,2025-10-06T14:07:36.000Z,QII,QII,7.5,"Acer pseudoplatanus (Sycamore)",,51.414575,-0.65054,5,5698547,663377,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=d621e3fc-9013-4253-8102-e5e83c40ca68_1759755470.jpg
8cc71140-4a5c-4e48-b291-2d31974aef77,2e45fab7-89ae-4c4c-8ac8-9e48f3d34bb6,2025-10-06T12:52:46.000Z,2025-10-06T14:07:31.000Z,QIII,QIII,3.7,"Quercus robur (Pedunculated Oak)",,51.414567,-0.650632,5,5698546,663370,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=8cc71140-4a5c-4e48-b291-2d31974aef77_1759755130.jpg
2823b8ce-5616-45a3-82c1-68e8b3535f98,2e45fab7-89ae-4c4c-8ac8-9e48f3d34bb6,2025-10-06T12:49:55.000Z,2025-10-06T14:07:27.000Z,QI,QI,3.6,"Betula pendula (Silver Birch)",,51.414553,-0.650589,4,5698545,663373,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2823b8ce-5616-45a3-82c1-68e8b3535f98_1759754993.jpg
cc29f1f3-aebc-4e1c-acb6-90a1faa9a4b2,c849b3ef-1033-49b0-bac9-a6d44eb670cd,2025-10-06T12:43:52.000Z,2025-10-06T14:07:18.000Z,QIV,QIV,9.6,"Betula pendula (Silver Birch)",,,,,,,,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=cc29f1f3-aebc-4e1c-acb6-90a1faa9a4b2_1759754626.jpg
1dcb521b-15e4-45cd-b693-a345d52ad493,c849b3ef-1033-49b0-bac9-a6d44eb670cd,2025-10-06T12:40:47.000Z,2025-10-06T14:07:13.000Z,QIII,QIII,12.3,"Betula pendula (Silver Birch)",,51.414503,-0.650813,5,5698539,663358,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=1dcb521b-15e4-45cd-b693-a345d52ad493_1759754445.jpg
8125d4da-054a-4619-b810-3d2f8fc07dae,c849b3ef-1033-49b0-bac9-a6d44eb670cd,2025-10-06T12:36:59.000Z,2025-10-06T14:07:09.000Z,QII,QII,10,"Quercus robur (Pedunculated Oak)",1956,51.414415,-0.6506,5,5698529,663373,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=8125d4da-054a-4619-b810-3d2f8fc07dae_1759754214.jpg
c2918981-6928-4e48-b321-7cf695e379c8,c849b3ef-1033-49b0-bac9-a6d44eb670cd,2025-10-06T12:31:41.000Z,2025-10-06T14:07:04.000Z,QI,QI,3,"Betula pendula (Silver Birch)",,51.414485,-0.650604,5,5698537,663372,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=c2918981-6928-4e48-b321-7cf695e379c8_1759753874.jpg
25425f74-2eb2-440c-bc97-3026d775313a,0c19029f-8226-475a-b4cb-c249d32289b0,2025-10-06T12:20:51.000Z,2025-10-06T14:06:57.000Z,QIV,QIV,11.05,"Betula pendula (Silver Birch)",,51.414369,-0.650736,13,5698524,663364,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=25425f74-2eb2-440c-bc97-3026d775313a_1759753247.jpg
6f037f3d-abb2-4525-9318-926453f30721,0c19029f-8226-475a-b4cb-c249d32289b0,2025-10-06T12:14:44.000Z,2025-10-06T14:06:52.000Z,QIII,QIII,7,"Ilex sp. (Holly)",,51.414388,-0.650755,3,5698526,663362,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=6f037f3d-abb2-4525-9318-926453f30721_1759752792.jpg
daf52678-8a23-4e8a-8668-55497d23f3e9,0c19029f-8226-475a-b4cb-c249d32289b0,2025-10-06T11:54:38.000Z,2025-10-06T14:06:48.000Z,QI,QI,4,"Quercus robur (Pedunculated Oak)",22,51.413976,-0.651407,28,5698479,663318,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=daf52678-8a23-4e8a-8668-55497d23f3e9_1759751610.jpg
746cc2bd-27db-49d6-9c8e-6244e50dd040,0c19029f-8226-475a-b4cb-c249d32289b0,2025-10-06T12:09:15.000Z,2025-10-06T14:06:43.000Z,QII,QII,6.02,"Quercus robur (Pedunculated Oak)",1959,51.414338,-0.650588,10,5698521,663374,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=746cc2bd-27db-49d6-9c8e-6244e50dd040_1759752553.jpg
c6984274-d76c-4456-af64-8fe48bdc7169,ef706f28-d081-4616-bfd5-d2199a51d8f8,2025-10-06T14:04:24.000Z,2025-10-06T14:05:28.000Z,QIV,QIV,10,"Other species",,51.415306,-0.647526,8,5698635,663583,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=c6984274-d76c-4456-af64-8fe48bdc7169_1759759280.jpg
5c7292d1-cad5-45b7-878b-65dcdfdbdb2a,ef706f28-d081-4616-bfd5-d2199a51d8f8,2025-10-06T13:58:46.000Z,2025-10-06T14:05:23.000Z,QIII,QIII,9.3,"Quercus robur (Pedunculated Oak)",,51.415405,-0.647408,21,5698647,663591,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=5c7292d1-cad5-45b7-878b-65dcdfdbdb2a_1759759122.jpg
8e3b7f42-be86-4fe4-9310-bb6cd45ee2bd,ef706f28-d081-4616-bfd5-d2199a51d8f8,2025-10-06T13:53:53.000Z,2025-10-06T14:05:19.000Z,QII,QII,2.2,"Quercus robur (Pedunculated Oak)",,51.415396,-0.647444,12,5698646,663589,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=8e3b7f42-be86-4fe4-9310-bb6cd45ee2bd_1759758828.jpg
0252e41f-3418-473c-b222-3aed37901820,ef706f28-d081-4616-bfd5-d2199a51d8f8,2025-10-06T13:51:45.000Z,2025-10-06T14:05:15.000Z,QI,QI,4.1,"Betula pendula (Silver Birch)",,51.415385,-0.647529,27,5698644,663583,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=0252e41f-3418-473c-b222-3aed37901820_1759758699.jpg
d5b4e396-f615-4909-859e-d9ac5be95c56,bda9f2c7-bea4-4782-bbb3-ca1a24a0b12e,2025-10-06T12:32:32.000Z,2025-10-06T15:13:28.000Z,QIV,QIV,13.7,"Quercus robur (Pedunculated Oak)",,51.410241,-0.64617,5,5698075,663696,30U,
93716472-f3a2-416d-aa65-64a52a757e5b,bda9f2c7-bea4-4782-bbb3-ca1a24a0b12e,2025-10-06T12:26:49.000Z,2025-10-06T14:04:48.000Z,QIII,QIII,16.3,"Quercus robur (Pedunculated Oak)",2245,51.410251,-0.646332,5,5698076,663685,30U,
775fcf45-86ab-4b6f-8898-ddaae3693c6d,bda9f2c7-bea4-4782-bbb3-ca1a24a0b12e,2025-10-06T12:20:39.000Z,2025-10-06T14:04:44.000Z,QII,QII,14.9,"Betula pendula (Silver Birch)",,51.41017,-0.646347,5,5698067,663684,30U,
58a97652-cdbc-4e3c-8a6a-c47792e99fe9,bda9f2c7-bea4-4782-bbb3-ca1a24a0b12e,2025-10-06T12:07:44.000Z,2025-10-06T14:04:40.000Z,QI,QI,11.8,"Betula pendula (Silver Birch)",,51.410187,-0.646124,5,5698069,663699,30U,
c52c0ee5-e333-4be6-9445-7908c5a354c2,de17cf19-49ea-40ba-b587-c575672e6130,2025-10-06T13:37:10.000Z,2025-10-06T13:39:55.000Z,QII,QII,13.1,"Quercus robur (Pedunculated Oak)",265,51.415214,-0.647535,22,5698625,663583,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=c52c0ee5-e333-4be6-9445-7908c5a354c2_1759757821.jpg
332f7ee8-8d04-4e50-82df-ff2fd17d99d9,de17cf19-49ea-40ba-b587-c575672e6130,2025-10-06T13:33:54.000Z,2025-10-06T13:39:51.000Z,QIII,QIII,11.6,"Quercus robur (Pedunculated Oak)",267,51.415151,-0.647538,30,5698618,663583,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=332f7ee8-8d04-4e50-82df-ff2fd17d99d9_1759757630.jpg
b8b95b6e-9b8f-4ef6-9f01-777fbf6e4cbe,de17cf19-49ea-40ba-b587-c575672e6130,2025-10-06T13:28:36.000Z,2025-10-06T13:39:47.000Z,QIV,QIV,5,"Betula pendula (Silver Birch)",,51.415162,-0.647611,8,5698619,663578,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=b8b95b6e-9b8f-4ef6-9f01-777fbf6e4cbe_1759757252.jpg
c4c7a020-8c28-4428-955a-c5575d8f7dfe,de17cf19-49ea-40ba-b587-c575672e6130,2025-10-06T13:25:31.000Z,2025-10-06T13:39:42.000Z,QI,QI,6.2,"Quercus robur (Pedunculated Oak)",4923,51.415223,-0.647601,30,5698626,663579,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=c4c7a020-8c28-4428-955a-c5575d8f7dfe_1759757127.jpg
0ab8fb67-7ef6-47f3-8dd7-73213dad2713,c35cfea4-438c-4406-8b47-d7969a2a6c03,2025-10-06T13:16:31.000Z,2025-10-06T13:18:04.000Z,QII,QII,9,"Quercus robur (Pedunculated Oak)",,51.415139,-0.64766,10,5698617,663575,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=0ab8fb67-7ef6-47f3-8dd7-73213dad2713_1759756585.jpg
3e114368-e54c-4a56-800a-4523a470549e,c35cfea4-438c-4406-8b47-d7969a2a6c03,2025-10-06T13:14:04.000Z,2025-10-06T13:18:00.000Z,QIII,QIII,8.7,"Quercus robur (Pedunculated Oak)",,51.415037,-0.647676,9,5698605,663574,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=3e114368-e54c-4a56-800a-4523a470549e_1759756438.jpg
2e679083-ff3f-4ffe-92db-6e72a1b04f3c,c35cfea4-438c-4406-8b47-d7969a2a6c03,2025-10-06T13:08:40.000Z,2025-10-06T13:17:53.000Z,QIV,QIV,4.3,"Quercus robur (Pedunculated Oak)",,51.415086,-0.647667,28,5698611,663574,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=2e679083-ff3f-4ffe-92db-6e72a1b04f3c_1759755990.jpg
f1cb67cd-1d3c-44d7-a1c5-c4f545fade98,c35cfea4-438c-4406-8b47-d7969a2a6c03,2025-10-06T12:48:58.000Z,2025-10-06T13:17:47.000Z,QI,QI,7,"Quercus robur (Pedunculated Oak)",,51.41514,-0.647824,14,5698616,663563,30U,https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=f1cb67cd-1d3c-44d7-a1c5-c4f545fade98_1759754747.jpg
c71b8463-244c-4eb8-837d-5348f0e57281,21cc0197-bdd9-48e4-9dc7-7dadbca4f73b,2025-10-06T12:37:02.000Z,2025-10-06T12:54:19.000Z,QI,QI,3.6,"Acer pseudoplatanus (Sycamore)",,51.411526,-0.650579,37,5698208,663385,30U,
