ec5_uuid,ec5_parent_uuid,created_at,uploaded_at,title,Stem_number,Stem_distance,Angle_to_base,Angle_to_canopy,Stem_girth
d4921a5a-bb88-4004-a967-fe2f59820f00,2b498262-a3f4-46a1-a4f2-dab3c07e567c,2025-10-06T13:08:14.000Z,2025-10-06T16:40:34.000Z,1,1,16,11,58,142
8a269897-7e65-4a71-a96e-7b3d24261777,a8a34350-0940-411e-9584-ba3afd56c5c1,2025-10-06T15:13:19.000Z,2025-10-06T16:40:30.000Z,1,1,10,8,65,192
318017c8-1721-44a1-9723-b1194f441829,662671e4-3f70-4144-b8ff-bdeecc3c374e,2025-10-06T13:00:48.000Z,2025-10-06T16:40:28.000Z,1,1,10,15,43,33
93142fc8-78c9-4718-8851-104c1ed930ba,dc41e85c-f096-40dc-834b-1e377a725387,2025-10-06T15:09:01.000Z,2025-10-06T16:40:26.000Z,2,2,10,10,72,88
7d13a3d2-4365-4271-89e1-aee6ff25f803,865bc4d4-c3a6-479f-8234-086534fe7991,2025-10-06T12:56:18.000Z,2025-10-06T16:40:25.000Z,2,2,15,6,61,122
76b26516-f1ac-4daa-928a-02d4630a63a1,1aea5a6b-c696-47a0-bcbc-5ff08fde32ad,2025-10-06T15:05:33.000Z,2025-10-06T16:40:22.000Z,1,1,10,11,44,49
b13fc445-37f8-45e5-9e2f-177109617b0c,e169d3f2-5ad2-4c83-82b5-5ce686e9f48a,2025-10-06T14:59:03.000Z,2025-10-06T16:40:15.000Z,5,5,10,10,77,250
ecd64ef3-7322-4a81-8d24-b853ae8d8f6f,865bc4d4-c3a6-479f-8234-086534fe7991,2025-10-06T12:55:43.000Z,2025-10-06T16:40:11.000Z,1,1,,,,117
dfe9c649-d6d4-4223-ac14-e1d1db7ed8b4,4f479081-7e8d-4623-90bf-2a46155c88c6,2025-10-06T14:55:47.000Z,2025-10-06T16:40:10.000Z,5,5,10,11,64,336
ea7d83fe-8299-4e8d-a4ee-60ed4f8023ae,716cba15-88c2-4d25-bc4c-33ae63a06bfb,2025-10-06T12:49:10.000Z,2025-10-06T16:40:07.000Z,1,1,,1,57,60
0f29b327-e05f-4a68-a60a-427f4217b399,ce7170cd-9879-49cb-8f84-55981ce13108,2025-10-06T14:51:43.000Z,2025-10-06T16:40:05.000Z,3,3,10,13,66,189
03dd0cdd-dbc7-4b9b-aa2d-19f4312e2f01,54561d00-9fe7-4a45-90dc-b1fb6d476550,2025-10-06T14:47:08.000Z,2025-10-06T16:39:59.000Z,1,1,10,12,70,232
d4d63b43-796a-4ce6-8ef0-0f0e761d97e0,eae50050-12b1-4379-8abf-6c761728a578,2025-10-06T14:24:09.000Z,2025-10-06T16:39:53.000Z,1,1,10,11,65,168
4fb60b41-cb7b-4f9e-95ef-d273d5d03a57,969599fd-ede4-4da4-8ff4-c83d6d3d0d2d,2025-10-06T14:21:17.000Z,2025-10-06T16:39:48.000Z,1,1,10,8,59,126
30bc7801-7e21-4ff7-a4a0-60d4ecaa769a,b271c862-1aac-47a2-b68e-5ed1de9f7306,2025-10-06T14:19:55.000Z,2025-10-06T16:39:44.000Z,1,1,10,7,36,45
31b2df35-6493-4a3f-baa5-da30ab9207f8,329f077d-4ecf-40f6-adc5-005947c0838f,2025-10-06T14:16:46.000Z,2025-10-06T16:39:39.000Z,1,1,10,10,62,157
90f9e8c7-bf50-4007-b221-8b2d829de865,3c6b4081-b404-4666-acf6-d76659910f97,2025-10-06T14:07:23.000Z,2025-10-06T16:39:33.000Z,1,1,10,10,55,85
4b7c5f1e-c0da-4abe-bdf7-17e52c452b68,2a59f28c-20a8-44c6-a02a-cd13c1a96684,2025-10-06T14:11:29.000Z,2025-10-06T16:39:29.000Z,1,1,10,10,58,80
6cc5dfc4-eaf3-4d4e-9426-f9bc0343bdf8,a27b9c9b-bfc6-4fd1-8ed9-3b96d48fc184,2025-10-06T14:05:16.000Z,2025-10-06T16:39:25.000Z,1,1,10,5,71,101
7e6c009a-0471-40c5-bdb7-ef8868f7513a,72f808c7-247c-4cbf-86fd-7d37f9e395b6,2025-10-06T14:02:14.000Z,2025-10-06T16:39:21.000Z,1,1,10,11,54,60
56653400-92fd-470e-896e-bb201af525bf,bd56206c-2037-46d2-8b20-116e548eff5f,2025-10-06T13:55:15.000Z,2025-10-06T16:39:14.000Z,1,1,10,11,64,103
c48fc896-29b3-446f-bdba-2ef6dffeca1c,7495e06e-0d49-488e-9528-2cbbab1953a9,2025-10-06T13:52:16.000Z,2025-10-06T16:39:11.000Z,4,4,10,9,43,90
9fc825ad-80b5-456c-92dc-b9802e693779,8b6dc11f-8cf3-4b4e-9471-50c2a065a03c,2025-10-06T13:46:50.000Z,2025-10-06T16:39:06.000Z,1,1,10,12,47,45
e5fc209b-5280-4ff7-afea-cb0a7ec7362d,e8703072-f478-4b81-bab7-0699da6e79cf,2025-10-06T13:42:40.000Z,2025-10-06T16:39:02.000Z,2,2,15,6,34,123
0653dbd1-1379-4bca-9a2a-b7da489f7b77,ac18ffaf-f197-4e98-b0f8-30e06df5cc0b,2025-10-06T13:25:27.000Z,2025-10-06T16:38:23.000Z,1,1,10,9,67,210
f24fa626-f20b-401b-a33f-338b4621dcf9,a1f17a56-cc17-4e58-a875-797576b55567,2025-10-06T13:22:11.000Z,2025-10-06T16:38:19.000Z,1,1,10,9,54,43
ad817630-fb4c-4a5e-bb26-de5dde3a99d8,7f16bfa9-8825-40a1-a539-3ed270ae137b,2025-10-06T13:18:12.000Z,2025-10-06T16:38:15.000Z,1,1,10,10,70,123
d2640333-bc0a-40bb-93c7-70891b5dc434,66c341d2-3bea-49e8-97ae-54a4bea7a8b8,2025-10-06T13:13:39.000Z,2025-10-06T16:38:06.000Z,1,1,10,10,57,62
baba7814-0e26-4d05-9d31-daa3f0069363,22aaf08e-ed97-4a84-8fdf-b70aaf21a17f,2025-10-06T13:01:29.000Z,2025-10-06T16:38:00.000Z,1,1,10,9,63,105
e9f9ba29-a5d1-4d26-b964-4d40e8a43c11,58c38d18-cf6c-4e5f-9dee-a597294d4e10,2025-10-06T12:58:51.000Z,2025-10-06T16:37:56.000Z,1,1,10,9,67,405
74fb6145-d28d-4088-bc6f-40ad825fe6c2,f40ec57f-2549-48a1-9207-3278be0d79e4,2025-10-06T12:47:54.000Z,2025-10-06T16:37:52.000Z,1,1,13,7,59,104
a37903a3-bdd7-4093-a218-fb9979923c9f,53fb288b-5d39-4a0b-8501-3a74e06a65bc,2025-10-06T12:54:06.000Z,2025-10-06T16:37:48.000Z,1,1,10,7,69,213
958e3310-50ab-468b-9dfa-475d00f2dfb9,7c555629-27f0-4033-9840-746c16d57cde,2025-10-06T16:29:29.000Z,2025-10-06T16:32:15.000Z,1,1,10,7,48,50
61094f02-23cd-4804-9686-a0230018a8b3,94147b94-2a14-4598-a71b-63b1d3dd1dbc,2025-10-06T16:27:18.000Z,2025-10-06T16:32:11.000Z,1,1,10,6,62,90
06a77066-b2eb-4888-adc4-28f70b8249b9,a1265f31-eaab-4f62-8b45-837eec430df2,2025-10-06T16:26:38.000Z,2025-10-06T16:32:06.000Z,1,1,10,6,58,87
b83e0c3d-454e-4221-9ab2-fcb96a39fbf9,686f0b03-2d15-4b78-a174-6f52bb8e55d4,2025-10-06T16:25:30.000Z,2025-10-06T16:32:01.000Z,1,1,10,9,66,95
b39f4247-100f-4b48-8d99-18ed26e7997c,2a08d944-f8a5-4834-98bf-30f584772aef,2025-10-06T16:24:40.000Z,2025-10-06T16:31:58.000Z,1,1,10,5,60,97
5ec35523-af5b-4ad2-bf9f-f87d175f8bd6,47c5765b-e096-4b9d-8e86-d3ede44f562f,2025-10-06T16:24:01.000Z,2025-10-06T16:31:54.000Z,7,7,10,9,39,36
cbfbe4c8-5e56-4872-9659-9551f349b309,c43f7d68-8f85-4047-afe9-dade5aa0d05e,2025-10-06T16:22:59.000Z,2025-10-06T16:31:51.000Z,1,1,10,5,64,120
695c9607-2b6a-45be-bddb-8b1b960d921a,307429e7-c44c-43e7-85f7-e074f84a4cd7,2025-10-06T16:21:32.000Z,2025-10-06T16:31:46.000Z,1,1,10,7,75,53
faf492b3-2ad9-4474-95bc-35eb9981c682,626209e4-2e19-4b9e-80c3-7ff20fb8e1c1,2025-10-06T16:20:35.000Z,2025-10-06T16:31:41.000Z,1,1,10,6,60,65
199ecc2d-8229-4a19-a2ff-f7e1c53a9560,c3214f9c-974a-46d9-944c-f1c2b5994cf4,2025-10-06T15:40:33.000Z,2025-10-06T16:31:38.000Z,1,1,10,5,61,61
5097109e-7d92-47d7-b19e-6c46be152f55,80883894-8ab0-4def-8faf-fbf0d4c61214,2025-10-06T15:37:59.000Z,2025-10-06T16:31:34.000Z,1,1,10,5,69,98
ac44f2ac-4349-4d2e-89da-0b685eed5404,e399646f-8f20-4844-a54d-8830d3c17394,2025-10-06T15:35:18.000Z,2025-10-06T16:31:29.000Z,1,1,10,4,66,44
965b6396-c02b-4eb1-a00b-1eb9b2223c79,33a11f16-c86a-40bb-91c5-ecd96900481c,2025-10-06T15:33:37.000Z,2025-10-06T16:31:26.000Z,1,1,10,6,79,158
41b279a3-2039-4efb-85e3-c4d794ed09c4,2e6fcefc-cac9-4fc3-a000-faba0742d4f6,2025-10-06T15:31:33.000Z,2025-10-06T16:31:23.000Z,1,1,10,4,71,100
500d652e-b821-4546-8b5e-95990a2e887f,b2aa948a-fe9c-4f4c-a678-b57226cc5027,2025-10-06T15:29:05.000Z,2025-10-06T16:31:19.000Z,1,1,10,3,54,35
22db285d-0c9b-44ea-91bf-03743aa8ffa5,79703bcb-eb93-45e1-981b-c51c773ad9ff,2025-10-06T15:22:52.000Z,2025-10-06T16:31:14.000Z,2,2,10,8,21,52
f45e05cc-4ed4-44bd-aba3-3c79249c6ff8,76fb0cbd-e5bd-42dc-8d1f-7efd3bddfa03,2025-10-06T15:20:05.000Z,2025-10-06T16:31:11.000Z,1,1,10,62,8,53
6bb64354-4d9e-4476-8296-15b8320e7619,d84703c2-f202-400b-ac37-69231666dfaf,2025-10-06T15:18:40.000Z,2025-10-06T16:31:08.000Z,2,2,10,11,36,47
a23e22cd-8164-45b2-8d32-a99b9a1d499c,b3028eff-6692-4317-9fab-c4279f489308,2025-10-06T15:12:53.000Z,2025-10-06T16:31:04.000Z,3,3,10,3,79,150
0306599f-e76d-4da9-8e5a-79be4b2885c3,1b5fd292-c150-4662-a0f1-e97de3792cec,2025-10-06T14:48:03.000Z,2025-10-06T16:30:59.000Z,1,1,10,4,67,79
0c2af765-c4a2-4d40-9170-9d5952f8f0b4,7aed8c74-19a7-4aeb-a9ed-556c9dc887d2,2025-10-06T14:46:35.000Z,2025-10-06T16:30:56.000Z,1,1,10,5,49,35
4c053ed7-283b-4823-869f-711c7d7fee33,dc5bd4b5-6a2e-4c66-acc2-084272314556,2025-10-06T14:45:21.000Z,2025-10-06T16:30:52.000Z,1,1,10,7,70,107
30e0176e-8571-43a4-8fae-1b627899cc87,6022d683-c1b7-4c60-bf6b-20af835ad8d0,2025-10-06T14:43:16.000Z,2025-10-06T16:30:49.000Z,1,1,10,5,70,102
a2535f40-c961-4556-b291-f388b5b68910,a6401411-9d1e-4ac5-bd61-fb269be35d2c,2025-10-06T14:40:45.000Z,2025-10-06T16:30:44.000Z,1,1,10,6,57,38
828c1b19-47ad-4c3f-84c9-f92df06427e9,5539e5ba-0c16-416d-8c83-2cb5b0f2db18,2025-10-06T14:38:40.000Z,2025-10-06T16:30:40.000Z,1,1,10,4,52,84
cab33547-a015-4a4b-a0ba-0d29b65b48de,b5bdcd8f-b623-40cb-bc93-5bffba362c44,2025-10-06T14:33:31.000Z,2025-10-06T16:30:37.000Z,1,1,10,7,68,69
d6d6e846-2ce8-4839-9bfd-a0477061910a,e54ed2f3-35dc-4f85-a1fc-3e98c47d6aa8,2025-10-06T14:31:00.000Z,2025-10-06T16:30:34.000Z,1,1,10,7,61,59
c556c15e-3634-4a79-9489-06f36cb2764e,935cbad8-ce84-4ab1-88a8-a3a86dbe81d1,2025-10-06T14:26:17.000Z,2025-10-06T16:30:28.000Z,1,1,10,6,68,105
b418dada-8fd3-435e-9a66-c77aa7a4c86d,38c47bfb-bce3-4efd-b73b-2f9d17f65459,2025-10-06T14:22:31.000Z,2025-10-06T16:30:24.000Z,1,1,10,6,78,97
ae7b552d-5f65-4b16-a438-cad13b00779a,18b78868-60dc-4159-a5fc-88576d858e87,2025-10-06T14:19:53.000Z,2025-10-06T16:30:20.000Z,1,1,10,10,48,47
cfe32a0f-ea39-4172-b7c6-4afab275c105,929652fa-9ae5-41dc-9004-13cebac13584,2025-10-06T14:15:00.000Z,2025-10-06T16:30:17.000Z,1,1,10,5,57,84
0de86edf-a166-401e-8aee-b11241c90395,d849f9f9-568a-48c7-ab06-94ce7f55b2a4,2025-10-06T14:10:24.000Z,2025-10-06T16:30:12.000Z,1,1,10,9,58,58
38bd6970-1351-426e-9310-8551a404df31,701ddd71-4b00-4231-88fd-9f2bf24c70de,2025-10-06T14:07:38.000Z,2025-10-06T16:34:55.000Z,1,1,10,7,49,42
987251e8-e8cc-465b-b4e7-1c75d79b1d27,5c82ed7f-3288-43ec-9ae4-c389d4080945,2025-10-06T14:04:20.000Z,2025-10-06T16:34:52.000Z,1,1,10,6,69,66
b8b54ebf-691c-478a-9de5-4c61acc94480,036af5cd-79f3-4aa7-8409-e01771bbf90d,2025-10-06T13:38:25.000Z,2025-10-06T16:34:49.000Z,2,2,10,6,38,197
b06c637e-ff74-4d9e-92b2-f00193061781,4de6a200-7dcf-4696-8702-e35508732c7e,2025-10-06T13:26:23.000Z,2025-10-06T16:29:53.000Z,2,2,10,11,45,38
652aaf82-9061-4d49-8f56-fb71fc60a75a,9db89a68-47b0-43fe-a539-30d9df34b620,2025-10-06T13:16:37.000Z,2025-10-06T16:29:50.000Z,1,1,10,7,73,130
a13a4282-4369-4d59-820d-53d399c086e1,969cbdff-94fc-4d5f-b027-12d116a52758,2025-10-06T13:04:15.000Z,2025-10-06T16:29:46.000Z,1,1,10,5,58,90
100d2807-1646-4719-9b76-a996aa88d645,c1e271d0-a45c-43bc-9f77-e85185299ea2,2025-10-06T15:42:55.000Z,2025-10-06T16:17:57.000Z,1,1,14,6,51,170
75e22bc7-2201-4b50-b134-796895156b4f,71971a9f-2b61-4fd6-87f8-1cc9fb79880b,2025-10-06T15:40:48.000Z,2025-10-06T16:17:53.000Z,1,1,5.8,12,45,108
6a0a47d8-6017-4768-a35b-3878ee71ea2b,35dcde81-3d37-4c69-97e2-c5df4258b58f,2025-10-06T15:38:51.000Z,2025-10-06T16:17:49.000Z,1,1,10.2,9,40,66
b29609a9-ebed-48ab-8a5a-dfc153cde52c,e74b7ee8-601b-445d-a4ce-daa15b114c66,2025-10-06T15:53:35.000Z,2025-10-06T16:07:00.000Z,1,1,10.8,4,51,162
733eac2d-d1b5-4508-b60d-799333fdcc9f,ce7bbad8-abff-43eb-b641-9b3381dd51f8,2025-10-06T15:51:48.000Z,2025-10-06T16:06:55.000Z,1,1,14.6,4,37,70
7f11ac0e-583c-46ff-9b56-ee4551110b9d,967ffd34-8602-42cc-a52f-f1d8c7424805,2025-10-06T15:50:57.000Z,2025-10-06T16:06:51.000Z,1,1,10.2,5,23,41
56a1f03f-4b6a-4427-8f27-336751dbb40b,efde29cc-d8d8-4fae-95d4-176c2a4d6cb9,2025-10-06T15:43:18.000Z,2025-10-06T16:06:45.000Z,2,2,12.6,2,33,100
b87517e6-d247-445f-86d0-fb86bf5cc082,efde29cc-d8d8-4fae-95d4-176c2a4d6cb9,2025-10-06T15:42:42.000Z,2025-10-06T16:03:58.000Z,1,1,12.6,2,46,88
0efdd1ea-8649-4bba-8549-48da87dbf6d6,5c983700-501b-42cd-b8f4-8f2b2550070c,2025-10-06T15:42:09.000Z,2025-10-06T16:03:53.000Z,1,1,11.6,3,59,120
805b6301-dc0d-496b-bc88-60f2569bf7ad,a5824128-f964-42ed-8a0e-b145031d9c4b,2025-10-06T15:40:19.000Z,2025-10-06T16:03:49.000Z,2,2,10.6,4,57,58
7ff71f00-66be-44b0-8d66-c30a32f075a9,a5824128-f964-42ed-8a0e-b145031d9c4b,2025-10-06T15:39:18.000Z,2025-10-06T16:03:47.000Z,1,1,10.6,4,47,35
f54c09b9-20e3-42fe-9689-8d1123698840,92401ee5-35b9-4765-8fbd-f18ce1d17458,2025-10-06T15:38:41.000Z,2025-10-06T16:03:42.000Z,1,1,15.2,2,71,203
0fd83333-cd2b-4710-83a6-9ca579b690a9,574a6206-349a-440d-b6bd-55a37baf6a13,2025-10-06T15:28:34.000Z,2025-10-06T16:03:36.000Z,3,3,18.2,5,43,112
4b22c355-15f0-415b-838f-6372b50e633e,574a6206-349a-440d-b6bd-55a37baf6a13,2025-10-06T15:27:56.000Z,2025-10-06T16:03:34.000Z,2,2,18.2,5,41,100
d12037ef-599d-41b5-9f6e-0951eea7f871,574a6206-349a-440d-b6bd-55a37baf6a13,2025-10-06T15:26:08.000Z,2025-10-06T16:03:32.000Z,1,1,18.2,5,46,183
11d4d50b-8842-46b6-8f24-b16a414e9eb7,f8a8ef34-904c-4cc8-bd19-5c4cebab7028,2025-10-06T15:25:21.000Z,2025-10-06T15:57:31.000Z,1,1,12.1,10,25,45
5f357836-4ea0-438f-a621-717e6f7d7f38,d5d831b6-8bdb-4374-a380-9b04139ce997,2025-10-06T15:24:18.000Z,2025-10-06T15:57:27.000Z,1,1,10.2,4,41,62
21989453-e00c-4d80-8286-7c6bd7f5d3e3,29975bb8-79e8-470e-9259-28f4f61ed9d8,2025-10-06T15:22:59.000Z,2025-10-06T15:57:23.000Z,1,1,10.4,12,44,33
3175890c-ca9f-47b2-a535-053ea9714799,ee986d39-d1f2-47cf-94b6-046d85059611,2025-10-06T15:11:12.000Z,2025-10-06T15:57:17.000Z,1,1,14.3,5,53,245
3b598915-6a17-4881-a198-1dd0b5a5f6c1,4ed28725-e660-4e22-abb0-413d90329d29,2025-10-06T15:10:45.000Z,2025-10-06T15:57:13.000Z,1,1,13.4,5,41,86
b56e7772-3d2a-4861-aa62-fb6df74d5216,f636c5a8-3143-4ac0-8560-36400d475c1d,2025-10-06T15:08:28.000Z,2025-10-06T15:57:09.000Z,1,1,15,4,47,71
5827060c-9e3d-471a-8870-b112ce1caa21,5d567de8-a836-47d2-9379-eab4d2310408,2025-10-06T15:10:14.000Z,2025-10-06T15:57:03.000Z,3,3,10,24,37,100
e3345006-1cc7-4d34-8c22-8a0cb01dbba5,5d567de8-a836-47d2-9379-eab4d2310408,2025-10-06T15:09:40.000Z,2025-10-06T15:57:01.000Z,2,2,10,24,46,94
ecc8aa70-f3b5-45ab-acaf-ea6db6932b77,5d567de8-a836-47d2-9379-eab4d2310408,2025-10-06T15:09:04.000Z,2025-10-06T15:56:59.000Z,1,1,10,24,35,121
9bcee3f4-8d51-4ce8-8204-f8ffb03507bd,586b4281-a4bc-4caf-968e-d9bca4e08b1f,2025-10-06T14:54:23.000Z,2025-10-06T15:56:52.000Z,1,1,17.3,1,46,152
80781e72-9be5-46d5-801b-d4877279bc78,6f995c3f-1aee-426c-9e22-855956f954dc,2025-10-06T14:53:07.000Z,2025-10-06T15:56:48.000Z,1,1,16.3,5,46,320
29307e51-5c1f-4ad9-a9b9-dad76c165356,2bfe80df-5b65-4bfa-863c-ad85cd63939f,2025-10-06T14:52:03.000Z,2025-10-06T15:56:44.000Z,1,1,17.5,3,45,270
0654adce-d979-476f-8412-0e6a02bef8d2,e0bd1278-b1fe-4e79-b45b-c4f2e8e4652a,2025-10-06T14:56:01.000Z,2025-10-06T15:56:39.000Z,1,1,15.9,3,57,230
d8d9b6b7-1e22-4b81-ab5d-b1ffddf0d0c7,22f8161d-84bf-4df5-8131-d65c7be207df,2025-10-06T14:19:22.000Z,2025-10-06T15:56:33.000Z,1,1,16.5,1,67,126
f9c11c06-7f5f-4379-97a4-e22122252812,5afd7694-6679-4e25-9d14-e66ad521daf2,2025-10-06T14:13:43.000Z,2025-10-06T15:56:28.000Z,3,3,12.1,12,48,106
d247ca38-562d-43fd-94fa-83187ce653c3,5afd7694-6679-4e25-9d14-e66ad521daf2,2025-10-06T14:12:55.000Z,2025-10-06T15:56:26.000Z,2,2,12.1,12,54,76
4ff9ce2e-b9c3-4250-831e-8837a89f8acc,5afd7694-6679-4e25-9d14-e66ad521daf2,2025-10-06T14:12:24.000Z,2025-10-06T15:56:24.000Z,1,1,12.1,12,48,70
27140a5d-1173-417f-be85-f26d95812a90,55a0ef18-70f4-4f68-af4a-e4e801f187e8,2025-10-06T14:21:07.000Z,2025-10-06T15:56:19.000Z,1,1,16.5,3,67,160
010e7f62-3aa5-40ba-b731-e6b628d348ef,387b5b95-1c5a-4732-af05-b56b052e40f6,2025-10-06T14:15:31.000Z,2025-10-06T15:56:15.000Z,1,1,15.8,1,51,164
43039f9c-247f-4700-b9fa-8d3bca99dd1c,920c8cb8-5c52-4d97-86ef-c7e715350bb1,2025-10-06T14:04:12.000Z,2025-10-06T15:56:08.000Z,2,2,26.6,11,51,89
7e830a9d-4eff-4f34-861b-33a7e79af9c7,920c8cb8-5c52-4d97-86ef-c7e715350bb1,2025-10-06T14:03:38.000Z,2025-10-06T15:56:06.000Z,1,1,26.6,11,49,105
c65395fd-2fea-4343-a100-a5d2dae65d77,efa45e41-12fe-4df1-b4d9-fffc09adb1d0,2025-10-06T14:00:13.000Z,2025-10-06T15:56:01.000Z,1,1,16.1,15,63,148
4aa878f7-1cc5-401f-83f6-1126902d4e5b,03b54a9c-e724-4723-813d-07632a4aa72e,2025-10-06T13:57:19.000Z,2025-10-06T15:55:57.000Z,2,2,12.7,15,61,104
3a43a798-0033-4b2f-a936-e6c008767a7a,03b54a9c-e724-4723-813d-07632a4aa72e,2025-10-06T13:57:00.000Z,2025-10-06T15:55:55.000Z,1,1,12.7,14,61,119
1f6c552e-903a-4880-a501-db561bb9859a,05d9ab8f-3e94-4f85-b880-6dc9ee367147,2025-10-06T13:54:27.000Z,2025-10-06T15:55:51.000Z,1,1,11.6,12,53,80
2c4de343-9a13-43e5-b4a0-e23d5cd2c496,5d902b1d-bfa4-4920-b15a-3f93d9660448,2025-10-06T13:49:33.000Z,2025-10-06T15:55:44.000Z,1,1,10,12,57,154
3333143e-e7c5-4788-a650-852838243785,7ebfe019-1705-4ae6-aa92-6be04e99fd25,2025-10-06T13:50:49.000Z,2025-10-06T15:55:40.000Z,1,1,10,6,42,160
3fce376f-b71a-4d29-ba58-47af5e43815d,a991008e-4c2b-4dde-b1ff-5b10e4f1e5b9,2025-10-06T13:51:14.000Z,2025-10-06T15:55:36.000Z,1,1,10,4,60,163
c8ff311a-36cc-4152-a90c-5898da8e26de,0352a7da-6b3c-46f1-881f-e19be6239241,2025-10-06T13:51:54.000Z,2025-10-06T15:55:32.000Z,1,1,10,9,43,130
488d7f10-1551-48c9-8fba-1fbe8d19d0fe,4778f919-e59a-4790-8563-54d5129b0dc1,2025-10-06T13:35:11.000Z,2025-10-06T15:55:24.000Z,1,1,10,7,55,160
bd04020a-afc4-4069-b7fb-5ed35ba94b49,a0f238a0-fb93-4c38-90c7-d40db7ac7029,2025-10-06T13:33:24.000Z,2025-10-06T15:55:20.000Z,1,1,10,9,53,90
9e9c61ee-5570-4cda-bab7-e91121ea06e8,537488e9-6b1f-481e-b7d0-836efa450e5c,2025-10-06T13:28:27.000Z,2025-10-06T15:55:16.000Z,2,2,10,15,62,50
7d316df0-dbce-4f29-a335-7649b36e0011,537488e9-6b1f-481e-b7d0-836efa450e5c,2025-10-06T13:27:25.000Z,2025-10-06T15:55:15.000Z,1,1,10,15,62,110
b0833ca5-cf03-41c3-826f-32c272e222ba,18d6d391-8612-4cf0-9de4-67e0eaf76b33,2025-10-06T13:19:48.000Z,2025-10-06T15:55:10.000Z,1,1,10,15,48,60
d7deb68e-d272-4d2f-82b7-76af6bf26742,d2c1781e-78f0-48ed-80c5-d0ce5a7e2f28,2025-10-06T13:02:45.000Z,2025-10-06T15:55:03.000Z,1,1,13.9,4,62,94
615bb4af-7faf-4ec4-a3f6-db412eeab474,5098e68e-7261-42a9-b2e3-8b03b787a7e7,2025-10-06T13:08:49.000Z,2025-10-06T15:54:58.000Z,1,1,10,11,31,60
245b2394-1ec4-4262-8d82-49a2b2b5fdc7,5098e68e-7261-42a9-b2e3-8b03b787a7e7,2025-10-06T13:08:12.000Z,2025-10-06T15:54:56.000Z,2,2,10,11,31,40
c7a04478-1035-4940-936a-0cfa3e69609b,7757348a-743e-4187-bf4f-be587380805f,2025-10-06T12:54:44.000Z,2025-10-06T15:54:51.000Z,1,1,15,10,32,45
b853cc03-1409-41ce-9bdd-249566501542,275f52b8-a068-4597-ad94-fcb41911aaea,2025-10-06T12:47:14.000Z,2025-10-06T15:54:47.000Z,1,1,20,13,50,148
13a35834-e51a-4eda-8031-c13451dec2df,1e0b177c-fae0-4ec8-a1a7-dc2d8418e105,2025-10-06T14:29:20.000Z,2025-10-06T15:36:03.000Z,1,1,12.7,3,65,127
da3c4ff0-f3fd-4377-8dce-52896a75f821,d2b48375-f80e-42dd-b327-5fe886b53c41,2025-10-06T14:28:01.000Z,2025-10-06T15:36:00.000Z,1,1,13.2,2,66,140
bb4cc6a0-1c8c-4957-9490-2d41d69252c5,13654beb-6a25-4247-9786-c253e96a5618,2025-10-06T14:23:34.000Z,2025-10-06T15:35:57.000Z,5,5,12,12,42,45
134547db-0c9a-4f00-84a7-86664dbedf9a,13654beb-6a25-4247-9786-c253e96a5618,2025-10-06T14:23:06.000Z,2025-10-06T15:35:55.000Z,4,4,12,12,42,35
e25e989e-d53d-4e08-9c65-26b181dde13e,13654beb-6a25-4247-9786-c253e96a5618,2025-10-06T14:22:41.000Z,2025-10-06T15:35:53.000Z,3,3,12,12,42,40
708a1e79-9517-4039-9772-57eec819d780,13654beb-6a25-4247-9786-c253e96a5618,2025-10-06T14:21:40.000Z,2025-10-06T15:35:52.000Z,2,2,12,12,42,30
5478e48a-c2a0-491c-9b2e-b75b9808d1c6,13654beb-6a25-4247-9786-c253e96a5618,2025-10-06T14:21:21.000Z,2025-10-06T15:35:50.000Z,1,1,12,12,42,32
950d7508-1c58-4a36-bbd7-a707b7958374,1a8d1130-2fd4-4293-ab5c-a4daa60dea5b,2025-10-06T15:29:05.000Z,2025-10-06T15:35:44.000Z,2,2,16.8,4,44,73
8310a240-68e3-4dc4-851c-1d175395cb06,1a8d1130-2fd4-4293-ab5c-a4daa60dea5b,2025-10-06T15:28:48.000Z,2025-10-06T15:35:43.000Z,1,1,16.7,4,44,79
d70eba52-903c-4c04-b386-fbc5019fdc03,c2c04925-00f5-4ed6-b59f-c72cdee3e679,2025-10-06T15:28:25.000Z,2025-10-06T15:35:40.000Z,1,1,9.5,8,65,231
6ecea822-e8f5-4f24-98cc-330274c6c67f,76a51462-bb56-4f49-8817-568756e5b779,2025-10-06T15:25:54.000Z,2025-10-06T15:35:35.000Z,2,2,12,5,26,50
6e218b3a-e821-4778-b61d-37e7cdb8b1db,76a51462-bb56-4f49-8817-568756e5b779,2025-10-06T15:25:35.000Z,2025-10-06T15:35:16.000Z,1,1,12,5,26,43
3b571764-a42f-48b6-aff3-e883021c5dad,34611018-f488-4456-929f-134ad5831fee,2025-10-06T15:24:30.000Z,2025-10-06T15:35:12.000Z,6,6,13.2,9,15,64
3fe8ffe9-ca59-4b68-928e-40abd71c1c7f,34611018-f488-4456-929f-134ad5831fee,2025-10-06T15:24:03.000Z,2025-10-06T15:35:11.000Z,5,5,13.2,9,15,105
daf771b5-1071-4bd9-bb65-4155be6b24b3,34611018-f488-4456-929f-134ad5831fee,2025-10-06T15:23:43.000Z,2025-10-06T15:35:09.000Z,4,4,13.2,9,15,65
